"Code","Year","Population","Count_All","Deaths_All","Count_Leukaemia","Deaths_Leukaemia","Count_Breast","Deaths_Breast","Count_Cervix","Deaths_Cervix","Count_Melanoma","Deaths_Melanoma","Count_Bladder","Deaths_Bladder","Count_Colorectal","Deaths_Colorectal","Count_Pancreas","Deaths_Pancreas","Count_Stomach","Deaths_Stomach","Count_Lung","Deaths_Lung","Count_Liver","Deaths_Liver","Count_Oesophagus","Deaths_Oesophagus"
"E38000135",2016,118054,617,269,15,6,155,30,7,6,24,3,8,9,67,17,11,14,18,14,111,73,6,9,13,12
"E38000135",2017,118616,603,263,14,10,150,43,13,2,18,0,12,3,66,25,17,10,6,5,108,79,7,4,10,6
"E38000135",2018,119525,639,263,14,6,197,28,11,3,28,1,16,4,56,26,14,17,5,4,95,64,10,2,15,10
"E38000135",2019,120116,646,289,13,2,167,34,14,4,29,2,9,11,75,24,22,17,6,8,118,75,9,13,11,13
"E38000136",2002,300955,1412,678,30,16,504,138,27,10,91,10,24,12,141,67,42,41,19,15,104,100,9,11,21,17
"E38000136",2003,304230,1287,640,32,12,473,141,15,2,64,8,29,21,139,77,32,35,21,17,102,89,14,12,20,20
"E38000136",2004,306964,1428,675,48,19,487,132,19,3,88,14,29,19,166,75,48,42,14,15,109,89,11,11,28,17
"E38000136",2005,311211,1489,633,46,25,520,133,27,5,88,7,30,14,160,73,38,39,16,14,87,77,12,11,22,28
"E38000136",2006,312865,1503,685,43,24,473,132,27,7,110,12,20,18,160,66,43,46,22,15,125,95,12,13,27,24
"E38000136",2007,314776,1466,616,31,17,495,120,26,8,101,11,36,10,161,63,41,37,9,12,103,94,11,9,24,20
"E38000136",2008,316376,1626,603,45,19,523,120,23,6,107,8,19,23,185,66,34,39,29,14,130,91,6,10,22,13
"E38000136",2009,318554,1632,622,42,21,527,128,31,6,97,6,23,7,172,50,43,33,22,15,161,100,17,14,23,14
"E38000136",2010,321484,1624,711,39,15,530,108,20,5,90,7,27,16,174,71,47,48,19,18,139,117,23,16,28,22
"E38000136",2011,323926,1659,687,41,22,544,113,34,4,91,11,27,15,186,93,35,29,20,12,160,104,20,18,26,24
"E38000136",2012,326217,1767,729,55,22,566,114,31,9,112,7,26,10,207,85,50,44,20,13,177,118,12,23,28,13
"E38000136",2013,327702,1804,705,47,21,575,104,26,5,123,12,25,19,205,67,70,42,16,13,183,129,16,15,25,28
"E38000136",2014,330098,1711,700,46,23,617,95,30,3,89,8,15,8,168,75,47,57,26,12,158,124,17,15,21,25
"E38000136",2015,331598,1667,693,40,22,554,103,45,8,90,13,21,10,180,81,50,47,14,12,161,120,25,14,29,16
"E38000136",2016,333113,1772,689,43,25,537,112,35,6,89,14,31,16,207,83,36,34,15,6,173,103,19,25,22,20
"E38000136",2017,334917,1766,666,34,12,583,110,22,8,78,13,24,14,195,68,55,47,19,12,181,100,18,14,23,18
"E38000136",2018,337281,1816,668,28,19,656,114,43,5,106,8,25,18,181,63,37,46,15,10,182,105,20,23,27,19
"E38000136",2019,339812,1844,671,23,24,612,105,31,11,90,8,26,15,200,67,50,37,17,9,191,96,20,21,29,28
"E38000137",2002,94641,406,219,9,6,122,41,9,4,13,2,9,2,49,22,10,8,6,6,47,32,5,5,2,0
"E38000137",2003,94933,439,234,10,7,116,35,12,6,18,3,14,4,49,19,11,9,9,6,50,45,3,5,10,5
"E38000137",2004,96602,471,202,9,5,153,30,15,2,21,1,8,6,53,16,13,11,5,6,48,48,1,1,11,12
"E38000137",2005,97982,469,212,16,6,114,36,14,6,29,2,13,3,56,24,17,13,4,2,47,31,2,3,7,7
"E38000137",2006,97799,463,225,13,8,115,39,7,0,30,1,8,3,53,27,17,18,5,2,61,42,4,3,2,2
"E38000137",2007,97202,520,205,15,4,174,38,7,2,24,2,9,10,59,17,13,14,8,5,50,41,3,2,8,6
"E38000137",2008,97681,456,219,7,4,132,33,3,2,21,4,15,6,52,22,12,15,7,4,51,50,2,5,9,4
"E38000137",2009,99151,453,227,7,3,109,41,20,2,22,1,13,10,55,20,10,12,4,3,52,42,3,0,9,13
"E38000137",2010,100522,508,212,11,4,182,33,7,2,21,3,6,8,53,23,12,8,9,1,56,52,8,5,5,4
"E38000137",2011,101574,466,226,6,4,122,30,9,5,37,3,4,1,39,16,13,12,7,3,64,63,3,5,7,3
"E38000137",2012,102178,505,212,12,7,132,29,15,4,24,1,4,3,60,19,6,8,10,7,71,39,4,4,11,9
"E38000137",2013,102267,576,226,12,5,205,40,11,2,27,1,11,3,39,22,21,15,7,2,72,50,7,3,8,8
"E38000137",2014,102787,497,224,11,5,147,27,5,0,30,4,12,14,49,21,13,16,9,4,51,50,7,6,6,9
"E38000137",2015,103618,485,204,16,5,141,34,10,4,19,4,8,4,54,23,18,10,6,3,51,34,5,8,6,9
"E38000137",2016,104761,546,199,15,6,190,37,13,1,25,3,9,2,56,20,10,9,4,4,63,39,5,4,6,4
"E38000137",2017,105454,517,226,14,9,128,38,10,5,29,3,10,5,46,20,10,7,8,5,72,54,5,3,11,6
"E38000137",2018,105474,508,221,7,5,147,40,13,4,41,3,6,9,67,27,16,11,6,3,64,44,2,7,4,4
"E38000137",2019,105306,552,246,11,7,183,37,16,4,24,7,7,7,46,22,18,20,4,4,78,49,8,6,5,8
"E38000141",2002,128201,551,345,11,7,150,45,14,2,10,4,18,7,45,29,19,21,25,18,74,70,7,6,15,14
"E38000141",2003,128810,584,348,12,3,186,68,17,8,16,1,18,8,54,30,22,18,20,18,75,73,5,1,9,8
"E38000141",2004,128979,682,304,7,7,215,44,15,9,34,5,20,14,70,24,23,25,16,12,94,59,2,7,12,13
"E38000141",2005,129383,657,319,9,3,199,36,20,9,35,4,15,4,61,29,22,21,11,10,95,81,4,0,8,13
"E38000141",2006,129788,644,302,7,5,198,49,7,4,39,1,11,10,64,29,16,15,17,9,85,68,9,6,13,6
"E38000141",2007,130001,649,315,10,5,187,37,14,5,17,3,14,8,66,16,17,15,15,10,82,80,8,6,13,8
"E38000141",2008,130423,701,344,15,9,223,59,7,3,21,3,15,10,77,27,12,12,13,13,93,75,9,5,11,15
"E38000141",2009,130812,689,316,18,9,200,49,22,5,21,6,18,8,81,24,20,21,11,7,90,74,8,9,11,6
"E38000141",2010,130986,712,340,18,10,219,54,9,2,20,1,15,6,62,22,17,15,19,14,104,77,12,10,16,11
"E38000141",2011,131202,729,356,16,6,208,49,10,4,36,7,15,5,76,36,24,23,19,14,106,84,7,7,10,7
"E38000141",2012,131582,725,346,16,10,183,41,18,6,24,8,16,9,88,21,15,14,20,10,121,73,8,10,13,9
"E38000141",2013,131748,768,369,17,12,212,53,9,7,23,2,16,8,64,28,18,12,10,12,138,89,12,17,11,13
"E38000141",2014,132514,760,380,20,13,219,52,15,1,27,0,8,4,61,37,23,22,12,6,120,96,11,8,13,14
"E38000141",2015,132608,762,336,19,6,216,41,12,7,32,4,8,3,70,27,22,16,18,9,109,80,9,10,7,11
"E38000141",2016,133188,807,330,15,5,227,43,15,2,21,3,14,6,86,37,25,22,10,2,123,86,6,3,13,10
"E38000141",2017,133961,838,352,26,8,259,48,10,2,39,7,13,5,75,25,19,20,7,9,136,88,6,6,12,13
"E38000141",2018,134616,845,346,10,9,236,45,19,4,40,7,12,7,84,27,27,25,13,4,129,87,5,6,3,7
"E38000141",2019,134847,806,351,14,4,242,44,16,6,25,3,11,9,68,31,24,20,15,13,128,86,12,9,6,6
"E38000143",2002,109145,476,323,18,6,160,52,12,2,8,5,6,10,47,29,6,8,14,17,72,77,3,3,7,6
"E38000143",2003,109512,617,353,13,9,126,52,13,6,7,8,37,12,68,35,14,12,16,10,107,87,6,5,10,10
"E38000143",2004,109711,560,330,11,8,133,47,9,12,13,0,15,9,56,25,15,8,13,12,103,91,8,7,13,12
"E38000143",2005,110624,546,286,7,7,159,33,9,9,9,1,16,5,45,18,11,12,13,5,106,87,4,4,13,10
"E38000143",2006,111795,626,309,4,4,160,30,9,2,23,1,18,10,60,28,10,9,14,13,118,100,3,3,16,10
"E38000143",2007,112364,614,304,7,1,171,35,16,2,16,2,18,2,66,18,15,15,15,13,119,107,6,5,8,10
"E38000143",2008,113873,661,312,23,12,166,44,11,1,20,2,24,4,75,33,13,11,11,8,106,85,6,7,10,7
"E38000143",2009,114726,603,303,16,6,172,40,13,6,12,2,18,8,57,25,18,15,11,4,106,91,14,10,11,8
"E38000143",2010,116090,580,282,8,0,146,32,8,5,22,1,9,7,54,22,16,14,15,13,108,85,4,3,16,15
"E38000143",2011,117295,629,295,18,6,176,37,10,4,23,2,9,6,60,26,18,11,14,13,114,87,7,9,11,14
"E38000143",2012,118530,635,291,9,5,183,36,11,5,27,0,10,9,66,25,17,16,12,12,114,81,5,7,9,7
"E38000143",2013,119193,679,327,15,7,163,39,16,3,25,4,13,9,67,24,21,16,10,11,128,92,17,6,16,15
"E38000143",2014,120302,641,278,9,3,190,31,17,7,24,2,18,11,60,25,16,19,6,3,107,81,7,9,11,6
"E38000143",2015,121775,606,257,8,4,165,32,10,6,21,6,14,8,56,25,23,18,6,3,102,72,5,3,10,6
"E38000143",2016,123115,658,262,18,7,181,29,23,6,31,2,11,7,54,17,14,11,7,5,116,81,4,8,11,11
"E38000143",2017,124765,620,261,10,2,140,33,19,7,29,3,9,5,61,20,20,16,9,5,122,66,7,7,15,8
"E38000143",2018,126027,667,270,17,9,183,28,24,4,28,2,9,10,62,27,13,13,8,7,121,89,8,9,5,12
"E38000143",2019,128112,641,284,18,7,146,33,29,4,28,1,9,5,56,26,17,12,6,8,120,82,5,11,10,14
"E38000146",2002,263378,1135,707,14,16,334,136,16,5,33,5,22,19,119,63,38,32,27,24,166,141,11,7,21,19
"E38000146",2003,263872,1303,666,27,18,393,103,23,6,57,6,25,15,124,66,34,39,33,23,168,128,12,9,27,30
"E38000146",2004,265000,1268,676,20,12,369,103,22,10,80,7,30,16,134,56,32,26,34,24,165,146,9,7,11,23
"E38000146",2005,267068,1290,661,27,13,370,108,21,6,64,7,23,19,123,48,42,36,28,25,179,149,6,7,33,20
"E38000146",2006,268001,1382,618,24,16,411,105,31,8,58,4,22,11,123,52,33,36,41,29,216,138,6,2,30,23
"E38000146",2007,269043,1376,676,32,25,394,109,23,3,54,6,31,15,128,50,33,29,35,21,186,155,15,10,16,23
"E38000146",2008,270811,1415,699,32,12,402,105,24,14,59,3,21,20,136,53,36,32,34,29,223,159,19,13,29,20
"E38000146",2009,273219,1481,669,36,13,452,121,40,6,58,2,22,16,138,53,27,30,40,22,187,155,13,17,15,22
"E38000146",2010,276142,1335,648,35,16,390,107,27,7,61,6,26,18,142,50,36,28,29,25,185,136,12,9,16,21
"E38000146",2011,279217,1527,679,47,13,419,84,32,14,65,7,31,16,166,55,32,30,33,26,212,144,28,23,19,19
"E38000146",2012,281679,1491,627,45,11,445,74,38,9,59,10,26,18,142,73,38,40,30,19,198,135,17,15,21,16
"E38000146",2013,282720,1483,652,30,14,445,84,33,8,73,14,20,16,141,49,47,39,23,13,233,170,22,16,17,16
"E38000146",2014,284186,1381,619,41,11,408,79,24,12,53,8,22,11,117,59,45,39,22,15,211,157,13,21,30,14
"E38000146",2015,286505,1449,640,31,16,441,90,19,4,50,6,20,14,146,63,33,26,30,24,208,144,16,13,22,24
"E38000146",2016,288697,1520,613,40,18,422,94,26,7,69,4,23,16,130,58,31,24,33,22,222,124,27,21,17,18
"E38000146",2017,290398,1513,673,41,23,451,95,34,2,52,5,22,14,139,61,42,38,23,24,259,174,15,22,16,16
"E38000146",2018,292660,1565,631,41,18,467,87,32,5,55,7,19,14,141,66,39,32,36,19,232,137,15,28,25,16
"E38000146",2019,293637,1529,635,40,12,447,98,15,5,65,5,37,13,154,72,56,57,24,10,221,117,18,18,15,19
"E38000150",2002,258580,1395,676,34,28,456,127,35,9,57,11,26,8,168,81,37,36,28,20,98,89,7,7,27,17
"E38000150",2003,260140,1409,690,37,28,457,114,20,9,91,11,31,8,185,87,48,44,24,22,96,97,8,11,25,26
"E38000150",2004,261969,1580,704,35,20,489,120,34,8,68,11,34,17,217,85,39,36,25,21,130,91,10,7,22,23
"E38000150",2005,263883,1569,706,39,18,506,132,26,15,70,12,27,15,173,98,50,37,23,21,127,91,20,13,30,16
"E38000150",2006,265181,1558,713,35,12,489,127,31,8,83,10,21,11,201,96,49,50,21,16,100,81,12,16,30,24
"E38000150",2007,267746,1557,684,42,18,516,108,24,7,75,14,20,14,179,80,41,36,23,12,132,89,13,13,27,27
"E38000150",2008,269453,1606,667,37,25,505,106,31,10,85,9,35,13,190,74,39,36,17,14,110,91,13,9,31,25
"E38000150",2009,269779,1655,713,34,28,539,124,27,5,84,11,19,17,206,75,46,42,20,14,125,105,17,13,29,29
"E38000150",2010,270737,1623,707,45,18,475,110,16,7,95,14,36,13,219,84,47,47,22,13,152,118,12,8,24,32
"E38000150",2011,272243,1675,730,46,19,529,121,23,8,95,10,22,18,198,76,47,49,18,12,153,121,18,18,23,21
"E38000150",2012,273883,1726,729,38,27,550,105,33,9,94,11,29,15,196,78,44,42,17,16,160,123,21,19,33,22
"E38000150",2013,275559,1747,710,49,19,539,116,27,9,104,8,28,18,206,78,48,39,16,10,157,123,25,21,24,23
"E38000150",2014,277573,1764,685,51,14,601,122,18,8,107,6,19,13,197,72,57,53,11,8,164,125,25,25,20,16
"E38000150",2015,279513,1728,719,54,30,499,109,29,6,85,14,28,12,188,82,61,51,15,8,182,123,23,23,34,28
"E38000150",2016,281971,1889,769,39,19,583,122,33,6,116,11,27,11,211,93,51,49,17,8,173,134,12,19,28,22
"E38000150",2017,283843,1758,749,36,23,550,115,39,11,93,11,24,25,213,91,49,56,14,10,153,116,16,13,29,21
"E38000150",2018,286135,1812,741,34,14,594,130,30,12,107,10,29,14,185,78,47,37,25,9,190,108,15,20,23,25
"E38000150",2019,287669,1935,756,39,25,543,128,38,5,108,8,43,27,262,98,60,58,27,12,205,110,27,23,26,32
"E38000153",2002,108041,477,236,9,3,158,38,12,3,20,4,9,6,51,25,9,12,10,6,40,36,1,3,12,15
"E38000153",2003,108489,473,235,13,7,141,38,12,2,12,4,7,6,56,18,17,16,5,3,42,42,3,5,12,8
"E38000153",2004,108697,487,278,10,6,189,51,17,7,6,3,6,7,65,28,8,17,6,6,40,44,0,2,8,14
"E38000153",2005,109244,543,238,9,8,240,48,7,5,26,1,9,5,57,27,11,8,8,7,36,31,2,2,12,9
"E38000153",2006,109903,522,230,10,5,198,48,3,0,20,4,6,7,43,21,12,10,7,1,43,40,7,5,7,9
"E38000153",2007,110661,622,281,16,8,255,49,14,2,18,2,8,3,67,25,19,19,7,10,61,55,5,4,5,9
"E38000153",2008,111270,555,284,6,9,181,50,6,3,20,4,7,2,68,31,21,17,10,7,57,46,9,10,6,11
"E38000153",2009,111745,526,238,9,4,178,42,14,2,14,2,9,6,65,32,13,14,8,3,37,35,3,4,12,5
"E38000153",2010,112255,598,265,18,9,221,51,8,3,23,3,11,5,59,26,15,12,6,5,61,38,9,10,8,14
"E38000153",2011,112649,575,279,17,13,169,58,12,3,32,2,9,6,77,31,15,15,9,7,51,50,4,3,14,11
"E38000153",2012,112891,633,289,14,5,198,56,13,3,26,4,11,1,73,35,16,19,11,2,62,49,6,9,10,5
"E38000153",2013,113046,681,279,14,11,251,44,13,4,31,3,3,2,64,31,16,13,9,8,71,55,9,6,10,11
"E38000153",2014,113091,605,281,17,7,175,42,17,5,31,2,9,5,57,28,14,10,8,9,64,47,7,14,7,6
"E38000153",2015,113116,662,274,9,6,217,44,9,0,22,4,10,5,61,20,23,22,9,7,77,64,5,1,21,15
"E38000153",2016,113155,706,289,14,6,259,49,12,1,24,2,8,8,70,21,23,17,7,7,56,52,9,6,14,17
"E38000153",2017,113362,655,280,17,5,188,50,11,5,32,6,8,3,91,33,20,20,8,4,78,50,10,13,8,7
"E38000153",2018,113699,728,274,16,11,244,46,18,4,25,4,13,7,66,27,17,11,9,6,75,47,8,9,18,9
"E38000153",2019,114139,690,311,16,9,195,47,13,4,39,6,16,10,83,27,17,21,12,7,83,56,8,10,9,13
"E38000161",2002,87197,441,228,8,5,127,39,8,7,11,3,12,5,52,21,12,8,13,8,78,50,4,2,10,9
"E38000161",2003,86668,444,267,2,5,120,35,10,7,15,2,6,2,43,16,13,9,10,3,87,83,2,4,11,11
"E38000161",2004,86046,449,243,8,9,150,33,5,7,10,2,8,2,36,18,16,17,14,8,73,57,5,5,9,9
"E38000161",2005,85308,494,265,5,5,147,38,6,4,17,1,16,3,50,27,6,9,10,8,86,77,6,8,14,12
"E38000161",2006,84750,429,217,10,6,97,39,12,2,14,0,11,5,47,19,9,7,17,5,76,63,5,3,9,5
"E38000161",2007,84221,474,248,3,3,116,30,11,2,21,4,7,4,64,25,7,8,17,11,65,59,5,4,12,15
"E38000161",2008,83854,540,259,12,6,169,37,11,5,21,0,11,8,48,18,11,9,16,10,90,70,9,3,7,6
"E38000161",2009,83439,504,260,19,6,104,21,12,7,25,6,12,7,53,17,7,9,13,14,80,72,8,8,11,14
"E38000161",2010,83117,522,245,17,4,136,24,10,4,21,3,7,8,52,22,14,12,12,7,84,65,6,6,8,10
"E38000161",2011,82984,549,221,16,3,153,21,8,2,21,2,15,7,62,26,7,5,10,9,82,68,9,3,6,4
"E38000161",2012,82804,577,246,14,5,153,32,18,4,32,3,13,4,38,18,8,6,6,6,117,76,7,3,13,7
"E38000161",2013,82555,574,261,11,5,141,34,12,4,20,7,11,7,62,27,11,9,13,3,97,68,10,8,17,6
"E38000161",2014,82511,533,270,17,8,149,35,10,4,17,4,5,6,49,20,14,9,14,10,88,68,5,9,9,12
"E38000161",2015,82253,552,245,17,7,128,39,9,4,29,4,8,3,63,21,11,11,10,6,93,62,15,10,15,7
"E38000161",2016,82239,554,260,11,8,157,32,10,2,24,1,8,9,45,20,11,12,11,9,94,65,7,9,13,6
"E38000161",2017,82036,571,255,12,2,159,27,13,4,21,3,10,6,52,22,11,12,7,5,105,70,7,3,5,8
"E38000161",2018,82477,496,231,11,5,135,33,14,3,17,2,6,2,49,16,12,8,4,3,72,59,5,10,4,6
"E38000161",2019,82867,583,258,9,6,179,35,11,5,32,3,12,4,46,20,12,13,8,2,97,77,7,9,8,3
"E38000163",2002,78508,431,242,8,4,105,33,11,4,13,1,12,5,56,16,13,12,20,14,63,57,2,2,10,5
"E38000163",2003,77979,433,248,9,5,130,28,8,4,7,1,9,7,34,27,10,8,13,17,80,63,2,1,8,8
"E38000163",2004,77549,457,263,4,3,116,26,6,3,14,1,9,8,62,23,16,20,10,6,101,79,6,4,5,7
"E38000163",2005,77205,434,243,8,5,119,25,5,3,4,0,13,8,45,22,19,14,11,10,69,65,5,5,8,4
"E38000163",2006,76899,505,220,3,1,160,35,10,2,10,3,7,3,54,18,14,8,11,8,85,58,7,5,9,5
"E38000163",2007,76793,435,229,8,2,116,23,7,5,12,1,10,10,49,21,13,9,8,7,81,63,3,2,10,10
"E38000163",2008,76795,473,261,7,9,129,46,15,3,9,1,8,8,40,18,10,14,14,12,107,67,3,7,5,7
"E38000163",2009,76775,447,243,10,3,126,31,13,4,13,1,7,4,43,17,15,14,11,7,84,80,6,6,8,3
"E38000163",2010,76755,417,250,6,2,104,33,13,4,13,2,9,6,42,20,11,8,15,8,83,80,7,8,8,11
"E38000163",2011,76611,459,226,10,5,114,25,13,5,16,5,15,10,52,21,12,13,5,4,96,67,1,3,2,5
"E38000163",2012,76666,546,250,11,4,133,29,7,3,19,2,14,5,63,16,15,14,14,3,112,76,6,5,8,5
"E38000163",2013,76738,458,245,10,6,113,39,7,6,18,1,8,7,60,17,8,8,11,6,87,62,6,3,3,2
"E38000163",2014,76830,499,249,11,8,140,33,6,1,16,1,9,5,46,20,14,12,4,4,124,86,3,6,7,6
"E38000163",2015,76626,513,225,15,2,139,31,11,1,24,2,12,7,58,11,12,12,6,5,82,71,5,4,15,8
"E38000163",2016,76946,485,209,9,6,123,29,4,0,25,3,7,2,47,14,19,14,9,7,90,57,8,5,8,9
"E38000163",2017,77075,507,229,9,2,129,22,3,1,28,0,7,8,58,18,14,13,11,6,96,75,3,3,5,10
"E38000163",2018,77368,532,230,10,7,157,23,10,4,23,5,7,4,57,12,10,13,11,7,90,74,7,9,7,6
"E38000163",2019,77710,529,226,10,7,160,23,7,3,20,2,10,7,51,14,8,12,7,5,96,57,11,10,3,4
"E38000168",2002,83798,455,257,11,5,130,45,10,3,11,2,9,7,74,42,15,14,8,9,40,40,4,4,13,11
"E38000168",2003,83665,434,254,8,3,124,44,5,3,20,4,11,9,58,27,15,12,4,4,40,40,2,1,10,8
"E38000168",2004,83533,489,249,12,5,150,39,9,4,8,0,8,3,61,25,9,11,9,8,51,47,5,3,8,11
"E38000168",2005,83962,415,236,6,3,128,43,12,2,18,4,5,3,48,21,12,11,5,5,44,43,2,5,10,12
"E38000168",2006,84322,472,225,12,5,143,37,4,2,10,1,13,5,38,22,17,12,16,13,58,45,4,4,8,8
"E38000168",2007,85103,487,249,19,8,140,42,10,5,12,4,3,5,49,29,10,10,8,5,52,44,3,5,14,8
"E38000168",2008,86272,470,253,6,3,141,35,7,4,21,2,6,7,60,20,12,17,7,8,39,46,2,3,11,11
"E38000168",2009,87046,460,231,13,8,119,40,5,2,15,4,14,8,55,12,15,12,5,4,63,41,3,3,9,7
"E38000168",2010,88002,518,255,9,9,166,37,7,2,14,2,13,5,57,27,17,17,10,2,60,56,3,9,15,12
"E38000168",2011,88864,486,245,13,9,159,41,5,3,19,5,9,7,47,17,17,16,6,8,59,45,7,4,10,7
"E38000168",2012,89233,477,257,14,4,130,45,6,5,27,5,6,6,70,29,15,14,7,7,60,49,2,6,9,12
"E38000168",2013,89848,480,241,10,2,158,38,10,2,33,5,8,6,38,29,14,10,6,3,50,55,2,2,3,4
"E38000168",2014,90880,524,224,10,4,160,41,8,3,37,3,7,8,45,25,13,14,5,4,59,35,3,4,4,9
"E38000168",2015,91408,476,233,20,5,123,37,5,1,25,6,4,1,63,21,17,14,8,8,59,54,3,5,10,8
"E38000168",2016,92107,517,257,13,6,180,47,8,4,30,4,9,5,50,33,15,15,4,4,61,48,2,1,5,4
"E38000168",2017,92737,523,242,9,8,155,42,4,5,40,1,11,9,57,29,24,21,4,3,55,44,7,6,11,6
"E38000168",2018,93058,567,274,16,11,158,37,17,6,35,4,5,6,50,24,22,20,5,4,77,53,6,7,7,6
"E38000168",2019,93296,481,245,9,2,166,35,5,5,20,4,7,5,49,27,8,15,11,6,60,59,5,7,6,4
"E38000170",2002,61093,296,202,8,7,77,30,6,0,11,0,7,2,43,29,5,7,6,10,41,42,4,4,10,13
"E38000170",2003,60769,326,184,6,7,97,26,4,3,13,2,5,6,28,16,8,6,8,6,52,46,4,3,5,5
"E38000170",2004,60680,314,213,5,4,104,48,4,5,6,1,5,5,39,17,7,7,6,4,39,32,4,2,7,9
"E38000170",2005,60277,301,187,8,7,110,31,4,2,9,5,3,4,42,19,12,11,7,4,33,30,5,5,5,10
"E38000170",2006,60059,362,168,10,7,125,16,6,0,11,2,9,5,47,22,11,14,11,9,40,34,2,3,9,8
"E38000170",2007,60020,335,175,7,5,80,18,3,1,15,0,11,6,45,18,11,9,5,8,53,42,1,1,7,7
"E38000170",2008,59908,388,186,10,3,131,32,8,0,18,2,6,3,43,21,6,6,4,6,41,48,2,2,10,6
"E38000170",2009,59708,406,185,16,6,118,21,7,3,17,3,11,4,48,21,10,9,6,4,44,35,4,3,10,11
"E38000170",2010,59644,391,160,25,6,97,28,2,2,24,4,8,1,46,19,4,5,7,7,44,34,3,2,7,2
"E38000170",2011,59696,442,174,12,4,120,32,6,0,23,3,17,3,52,15,9,8,6,4,53,34,7,3,12,11
"E38000170",2012,59798,431,194,13,3,127,36,2,1,21,1,6,4,55,17,14,10,5,4,59,45,5,6,3,7
"E38000170",2013,59719,419,206,10,4,126,31,8,0,22,6,12,9,46,27,11,11,2,3,49,44,2,1,7,1
"E38000170",2014,59918,423,181,13,7,125,19,10,3,13,3,7,4,41,19,17,11,5,4,57,37,8,7,5,7
"E38000170",2015,60077,419,169,13,7,139,28,6,4,23,2,8,2,42,13,12,6,3,4,57,47,4,3,3,2
"E38000170",2016,60195,411,207,5,4,126,40,8,1,26,2,10,6,51,15,8,16,4,6,47,38,4,6,7,4
"E38000170",2017,60295,388,200,14,3,98,28,6,1,29,4,5,7,40,24,14,10,6,5,50,45,9,4,8,8
"E38000170",2018,60425,401,183,9,2,114,25,6,4,28,2,13,5,50,19,4,8,3,4,48,39,6,7,7,5
"E38000170",2019,60460,388,171,10,9,105,26,7,2,30,1,13,7,41,15,9,3,4,2,50,35,2,2,9,6
"E38000172",2002,90787,404,238,4,3,116,38,10,4,13,1,8,4,41,23,3,6,14,12,72,53,5,6,8,8
"E38000172",2003,90506,454,256,12,7,154,46,13,9,17,1,7,4,43,21,6,5,12,12,62,58,3,3,8,9
"E38000172",2004,90238,431,236,4,6,128,33,13,4,9,0,15,5,54,23,8,15,12,4,53,39,3,5,11,6
"E38000172",2005,89982,441,243,12,6,139,35,11,7,10,2,10,11,43,23,16,15,9,9,63,52,2,2,12,9
"E38000172",2006,89799,481,223,15,4,143,41,11,6,19,0,13,9,54,20,11,10,12,7,58,45,7,5,12,8
"E38000172",2007,89549,432,251,6,3,135,40,14,3,15,3,9,2,44,28,13,13,10,11,54,53,5,6,6,12
"E38000172",2008,89445,477,223,9,2,128,21,13,6,15,2,15,5,67,22,9,7,7,6,63,59,6,6,12,13
"E38000172",2009,89420,491,235,12,3,148,42,8,3,20,1,14,5,51,21,15,18,6,4,72,45,4,0,7,9
"E38000172",2010,89238,520,229,11,4,164,31,9,1,19,2,10,7,55,15,11,14,9,5,72,62,5,4,14,6
"E38000172",2011,89208,591,239,11,11,181,33,13,7,24,4,12,3,70,25,8,5,9,6,68,55,8,2,12,12
"E38000172",2012,89614,478,236,20,8,125,30,9,1,15,0,12,6,43,22,18,14,6,6,77,59,4,5,14,8
"E38000172",2013,89625,537,235,9,11,160,29,13,1,22,3,14,8,50,18,12,11,7,2,74,67,7,6,12,8
"E38000172",2014,90237,535,247,9,3,144,41,9,6,13,3,7,5,66,20,14,9,8,5,67,58,7,3,9,9
"E38000172",2015,90408,556,254,12,9,156,27,14,2,19,3,17,10,52,22,8,6,9,7,88,60,5,5,11,10
"E38000172",2016,90787,547,259,21,5,144,29,12,3,31,3,11,7,54,18,23,20,13,14,68,49,9,9,13,8
"E38000172",2017,91122,568,211,17,10,138,28,13,1,30,3,8,8,68,13,5,4,5,7,77,43,8,4,12,9
"E38000172",2018,91405,573,244,9,4,167,20,13,2,28,3,7,6,57,24,11,9,9,6,88,70,6,4,17,10
"E38000172",2019,91582,589,233,14,5,140,26,16,6,32,2,7,1,56,23,18,12,10,7,89,52,10,10,8,12
"E38000173",2002,71195,357,166,14,9,125,34,4,0,24,1,6,3,43,18,4,7,7,7,26,23,4,2,8,4
"E38000173",2003,71815,359,174,11,4,108,30,5,1,20,2,6,3,50,21,6,7,7,9,28,27,3,4,12,13
"E38000173",2004,72144,350,159,10,12,110,27,9,3,16,3,8,4,46,13,5,5,5,2,27,18,2,4,5,9
"E38000173",2005,72652,389,187,4,3,173,32,7,2,15,2,6,5,48,19,3,11,5,7,33,29,2,4,6,5
"E38000173",2006,73077,394,174,5,3,138,33,10,5,16,4,7,2,50,14,11,5,8,7,29,25,2,4,6,6
"E38000173",2007,73853,355,189,5,3,113,29,4,5,9,2,8,5,45,31,8,9,13,7,33,34,2,5,8,6
"E38000173",2008,74367,431,193,11,4,148,39,5,1,11,2,5,3,58,21,4,7,6,4,45,32,1,1,11,9
"E38000173",2009,74575,399,183,6,5,108,36,12,1,18,3,6,4,60,22,13,12,4,3,43,34,3,2,7,7
